ID	EMOTION
1264477558885822472	non optimism
1239691784885698561	optimism
1227077526821822464	optimism
1313262739729592321	non optimism
1282823357659045888	optimism
1232040121203073024	non optimism
1254188297095610371	optimism
1251987326215036934	non optimism
1228399377196179464	optimism
1237941292228849664	non optimism
1285489113160994816	optimism
1226313319763460096	non optimism
1226933254290169869	non optimism
1236500562092470272	non optimism
1250560062810185728	non optimism
1258821517242220544	optimism
1245775613849300992	optimism
1312529319218958336	non optimism
1228233905741787136	non optimism
1241059808247070721	non optimism
1235679830819000320	non optimism
1243077695086485507	optimism
1232761463720337415	non optimism
1240298072653127681	non optimism
1263158526974853126	non optimism
1262813794838798341	optimism
1246942423156211718	non optimism
1236747326577934337	non optimism
1248750572494356480	optimism
1228713539059077122	non optimism
1236762089617854465	optimism
1242597748282658822	non optimism
1225527517295063045	optimism
1302861075659055105	optimism
1248022640989634560	optimism
1233859251119915008	non optimism
1250425183438946304	optimism
1235679741526634523	non optimism
1232750438937743362	non optimism
1226860875497099265	optimism
1229775114117537794	optimism
1318650058951299074	optimism
1265240738121555968	optimism
1244403987220135936	non optimism
1238541928402161670	non optimism
1271161544404058112	non optimism
1264463564162596865	non optimism
1243682007512571904	non optimism
1244404721483464706	non optimism
1259870840121888774	non optimism
1287450523277365254	non optimism
1240770067132043264	optimism
1254197232682897408	optimism
1236075562617184257	non optimism
1235482646429323264	non optimism
1260712996382429185	non optimism
1226853615920459776	non optimism
1239694222346932224	non optimism
1232813989027074050	non optimism
1245737020330311681	non optimism
1242566691051188224	non optimism
1306711108800188422	optimism
1239238327255076867	non optimism
1243867975163080704	non optimism
1241731607913836544	optimism
1236794296985989121	non optimism
1243064128731623425	non optimism
1235709648977551360	non optimism
1267901952169578497	optimism
1271179353972527107	non optimism
1233865353492664332	non optimism
1246199916700942336	optimism
1243542859887923202	optimism
1264391272359436289	optimism
1242591318855028738	non optimism
1266103709597130754	optimism
1253468213880459264	optimism
1321118419874390022	non optimism
1269779870017630209	optimism
1226148678223704065	optimism
1271714794395955201	optimism
1267439285860433920	optimism
1248350462144741376	non optimism
1245166114935627777	non optimism
1264439680617140224	optimism
1300519574849323011	optimism
1323038617728671744	non optimism
1227100002666737665	optimism
1294697731915763716	non optimism
1253099105674334210	optimism
1272130873777885185	optimism
1285996137552523264	non optimism
1235220019291750406	non optimism
1260297614861484032	non optimism
1226863910084644865	optimism
1261009631545036802	non optimism
1231610290237775873	non optimism
1326211441641156608	non optimism
1301718481797181440	optimism
1240045294969999361	non optimism
1237443029864075264	non optimism
1254175459291680769	non optimism
1238418463967739905	non optimism
1243516004912766977	optimism
1247824089214943241	optimism
1313261987141476353	optimism
1240353742572027904	non optimism
1301911717849563139	optimism
1262816232941580288	non optimism
1243683222950686720	non optimism
1239687471383764993	non optimism
1248350913053384704	non optimism
1280542516803067904	optimism
1292868095887814656	optimism
1267486550071357440	optimism
1246949033001848834	non optimism
1255259914915778561	optimism
1235605314243825666	non optimism
1260314671086817280	optimism
1267937565010608128	non optimism
1238774637598609408	non optimism
1259557904211943427	non optimism
1286323349216526338	optimism
1264476425832271872	non optimism
1260946631937134592	non optimism
1247819543545696256	optimism
1274113680632922113	optimism
1236796381882224640	non optimism
1244768459419983874	non optimism
1234238039616040965	non optimism
1226699100390707200	optimism
1235273888008818694	non optimism
1260317631674015746	optimism
1268998616796016646	non optimism
1310686799476518912	optimism
1227228592351956997	optimism
1253795247018127365	optimism
1237523450249396224	non optimism
1285897285503680513	optimism
1327724968067571712	non optimism
1238588078685634560	optimism
1285654229085048832	non optimism
1258834244752769025	non optimism
1234602339090206720	non optimism
1243574403880886272	optimism
1271223796142231552	optimism
1234611568299692033	optimism
1259872097100156928	optimism
1269498561361702914	optimism
1230517329089318914	optimism
1328761446759616514	optimism
1318607423498846209	non optimism
1268618948943069184	optimism
1258854604504215554	optimism
1326668366870966274	non optimism
1261663033497190402	optimism
1259577729466413056	optimism
1271181691730739201	optimism
1238156317392400385	non optimism
1266485500111618050	non optimism
1238931423618379776	optimism
1256689204731338752	optimism
1240248952315768833	non optimism
1285679271659352065	optimism
1257760417239138305	optimism
1313591196548292610	non optimism
1246580733679788033	non optimism
1246946460211589125	optimism
1243689041092059136	non optimism
1262135727866949632	non optimism
1225577838801281026	non optimism
1233318114055593984	non optimism
1334990236653412352	non optimism
1260967190691549184	non optimism
1246568993575616512	non optimism
1248396369032671232	optimism
1240964008737308673	optimism
1334280332342865923	non optimism
1258150237513879559	optimism
1231063319940718592	optimism
1302318191218028546	non optimism
1246569652941094912	non optimism
1240059594153627648	non optimism
1258284097513938945	optimism
1227121884782845952	optimism
1238951679602688004	optimism
1293894721287393280	optimism
1264304155054821376	non optimism
1234633625007788032	non optimism
1251606659782324227	optimism
1227914085527773185	optimism
1244407681361817602	non optimism
1245351317003853826	optimism
1285776290994360324	non optimism
1233537370596745217	optimism
1260277936369938440	optimism
1251624469317238784	non optimism
1274398335642808322	optimism
1269341152148369409	optimism
1216972744375574529	optimism
1227103800994873347	optimism
1324354869738774531	optimism
1229798267916963840	non optimism
1242593289653620745	non optimism
1242586358658600960	optimism
1267507706031681540	non optimism
1246573177431445504	optimism
1226889337595318273	optimism
1271193114263379973	optimism
1264375902093414401	optimism
1240361729323929605	non optimism
1243146411228532738	non optimism
1226882246889570309	optimism
1243152824965320706	non optimism
1266504755679019009	non optimism
1333481074089816066	non optimism
1246214014952263680	optimism
1302283997825953792	non optimism
1252017872236351490	optimism
1285616955420966914	non optimism
1261562353872764928	optimism
1258908296968376320	non optimism
1271880062917382144	optimism
1246203783627096064	non optimism
1232022521416945664	non optimism
1247259492582129669	non optimism
1303000789418377217	optimism
1248033311005593600	optimism
1301632904582356992	optimism
1246211534604337152	optimism
1264733776451637249	non optimism
1285551601923629058	optimism
1266508324960428035	non optimism
1271195749779296256	optimism
1227352507749425153	non optimism
1239320447747047427	optimism
1241872785493782528	optimism
1228721911208828928	optimism
1331314352813711361	non optimism
1245514135573413888	non optimism
1233287713907978242	optimism
1231969919257972739	non optimism
1248751472231231491	non optimism
1251988988702765056	non optimism
1246204923944906753	optimism
1313255503041044482	non optimism
1229504812972154880	non optimism
1240047466898227200	non optimism
1243531754134265857	optimism
1253771155615494145	optimism
1244232831540363264	optimism
1243685037343531008	non optimism
1226941669913677824	optimism
1240781809018974209	non optimism
1249476906266906625	optimism
1229539676605861888	non optimism
1242935775983009792	non optimism
1228899906842177537	non optimism
1227353403052961795	optimism
1244016839086276608	non optimism
1236077041277075456	optimism
1238929685687332864	optimism
1235679984733351948	non optimism
1266775311804510209	non optimism
1236424573140131842	non optimism
1277749010250510337	non optimism
1269631599257280517	optimism
1293057054823702533	optimism
1236077213067468800	non optimism
1237506612895420416	non optimism
1242565158037323776	non optimism
1264439005740924928	non optimism
1242594500771491843	non optimism
1322948257455235075	optimism
1302445916033556480	non optimism
1243686964810801153	non optimism
1253208841484992517	optimism
1243161231491502081	non optimism
1285666047400566785	optimism
1274514513451257857	non optimism
1241121561131843592	optimism
1242954822711676932	non optimism
1239158927310434305	non optimism
1271188770696630279	non optimism
1246178087307489280	non optimism
1225443821066084352	optimism
1248021847305830401	non optimism
1283987641994588160	optimism
1253789281400819713	optimism
1258831740908470272	optimism
1246205841688182789	non optimism
1258018432118857728	optimism
1236680137795493894	optimism
1242945598686404610	optimism
1260691447906471939	optimism
1244748380645003264	non optimism
1244912972813795328	non optimism
1265278215196532736	non optimism
1244332559829434372	non optimism
1310134560022294533	non optimism
1235680400871051264	non optimism
1256327102518800385	optimism
1320853110055686146	non optimism
1236439324608139264	non optimism
1267365664987234304	optimism
1269944839245873154	optimism
1239320447747047427	optimism
1229037352028381185	optimism
1246214590213632002	non optimism
1239237579008028672	non optimism
1260096143779704834	non optimism
1325926876469202944	optimism
1271204723819937793	optimism
1256721054006984710	optimism
1258882503907123207	non optimism
1234531019367354371	optimism
1230010645585678336	optimism
1242599557558657029	non optimism
1246932966724509705	optimism
1235307422580903936	non optimism
1238584778317799425	optimism
1241123594521825280	non optimism
1271952284486897665	optimism
1242586928169529346	non optimism
1245623390024548356	optimism
1258518380115456000	optimism
1244076255055466496	non optimism
1242237425897914369	non optimism
1233901365023277056	non optimism
1246578881018109952	non optimism
1250561799465979913	non optimism
1302271543607730178	optimism
1266387616133455872	non optimism
1229150544960380934	optimism
1285675897081729024	non optimism
1243542862282788867	optimism
1261792062925668354	non optimism
1227090815765237761	optimism
1248619300111302658	optimism
1271173269551448066	non optimism
1315778990477660160	non optimism
1232066035592773632	non optimism
1228909727276523520	non optimism
1246187429993668609	non optimism
1246222725112307713	optimism
1261740718336458760	optimism
1320501936106446848	non optimism
1243683790633021442	optimism
1313262274220617728	non optimism
1258162361191600131	optimism
1231710638101188609	non optimism
1233889340280852480	non optimism
1260952948919676933	optimism
1240002166313680897	optimism
1296219520034537474	non optimism
1243807112519503872	non optimism
1236077952065867777	non optimism
1285556005137309696	non optimism
1243629174176309248	optimism
1250552451092164611	optimism
1238203981173682176	non optimism
1271145415925272577	optimism
1230887434180644865	non optimism
1238592767099625473	non optimism
1246196999826923520	optimism
1271181835750555648	optimism
1242925947453612036	optimism
1304931337254694912	optimism
1268611995378626561	optimism
1242561588646862848	optimism
1236753830244683777	optimism
1234477531333644290	non optimism
1254843055255019520	optimism
1287878420416696320	optimism
1260276272577552385	optimism
1225689053804105733	optimism
1240760638240165894	non optimism
1248716695071600640	non optimism
1231716699948363778	optimism
1292794578274258945	optimism
1269741469243326466	optimism
1267506220044296194	non optimism
1263948756979904512	non optimism
1228397863992012806	optimism
1330005158017699840	non optimism
1311385297234599944	non optimism
1271828977443897346	non optimism
1227213997633658880	non optimism
1267060747491631105	non optimism
1313250991957999619	non optimism
1246567215186534402	optimism
1239953746873978886	non optimism
1227283608278306817	non optimism
1316818661575987203	optimism
1246528722225762304	non optimism
1329569559649595399	non optimism
1313257047706738689	non optimism
1262533113508360192	optimism
1260285393896910848	optimism
1269778816127377408	non optimism
1291131662881812480	optimism
1230900289168908290	optimism
1245975092690964481	optimism
1227264239737290753	optimism
1264452753809723392	optimism
1313180374021922825	non optimism
1313255432195133440	non optimism
1257764929282736130	optimism
1243615790433255425	optimism
1231582432920588288	non optimism
1257423867469074439	optimism
1243581154025848833	non optimism
1246934306385207302	non optimism
1245389348205236227	optimism
1233886012784463873	non optimism
1235679819762782208	non optimism
1294249315926511619	non optimism
1301849835537158145	optimism
1246433811044294657	optimism
1247540452745596934	optimism
1259892165167194114	non optimism
1266065399256408066	optimism
1250930723432923141	non optimism
1267386660922298369	optimism
1246572444522930176	optimism
1269014634717155329	non optimism
1241859037555232768	non optimism
1226983414630436866	non optimism
1242750764335992833	non optimism
1319738759504678918	non optimism
1234478149083095040	optimism
1233290944671342592	non optimism
1226845771544195073	optimism
1262727719172726785	optimism
1228222870356021251	optimism
1265052218560053250	optimism
1264476596754427904	non optimism
1301681727732158464	non optimism
1254554869941354503	optimism
1333547203017666561	non optimism
1267920256435212290	non optimism
1238157644394790913	non optimism
1270852271644061703	optimism
1260720751323287552	optimism
1236430960616452096	optimism
1240284319391911936	non optimism
1244774050175442944	non optimism
1267507695915057153	non optimism
1269010497262833664	non optimism
1243512634445619203	non optimism
1305636027823001607	non optimism
1238935197422362624	optimism
1267194145808023553	non optimism
1253789572477181955	optimism
1258509554754613248	optimism
1241131859464970240	non optimism
1251607435313319938	optimism
1305891820560412672	non optimism
1261431867774885889	optimism
1237862625309888517	non optimism
1242591740499877890	non optimism
1253087554641035264	optimism
1242945984587538432	optimism
1250194727909175298	optimism
1238966804426473484	optimism
1261561631018016768	non optimism
1237808873706307584	non optimism
1267506051219406848	non optimism
1251610572816289792	optimism
1236439931544842241	non optimism
1246195874000261120	non optimism
1269010736275050497	non optimism
1271924939965321216	optimism
1300824039133310976	optimism
1244773626970243078	optimism
1264320496042213383	optimism
1261726243994701827	optimism
1234464084441141249	optimism
1241861425129304064	optimism
1260319620335988738	optimism
1239698460267421700	non optimism
1228059270643671050	optimism
1246114590724780032	optimism
1246576074479337474	non optimism
1242584685793984513	non optimism
1268946094760878082	non optimism
1261031429204520965	non optimism
1242956894295056384	optimism
1258056336190947328	optimism
1270775911126896641	optimism
1241067993305698304	non optimism
1234530368222568456	non optimism
1246653942915710976	non optimism
1259957305635778560	non optimism
1242235665150074886	non optimism
1239978653930397698	non optimism
1246225198577152005	optimism
1228448845715169288	optimism
1273363727312535552	optimism
1271200918227357696	non optimism
1231619583422889984	non optimism
1264439533422153729	optimism
1235341659845677058	non optimism
1244407483470434309	non optimism
1271882321147248640	optimism
1326206065550168066	optimism
1242785712916889600	optimism
1313263297370755079	non optimism
1237080766502354944	optimism
1236199250977009664	non optimism
1247503516937203712	optimism
1259951542666498048	optimism
1264473711933079553	optimism
1232893368029634560	optimism
1243613777364488193	optimism
1253831024309657601	optimism
1303442235858415616	non optimism
1326610208441966592	optimism
1252385885305270274	optimism
1261688185459019776	optimism
1237420994551218176	optimism
1243753630488027138	non optimism
1274079369888227333	optimism
1229360387612692480	non optimism
1263144404140937217	optimism
1262510924067336193	optimism
1285682437947785218	optimism
1244775392646500352	non optimism
1286604751879077888	non optimism
1234498294119686144	non optimism
1267384237801582592	optimism
1269502108375515136	optimism
1238962280009814017	non optimism
1318332963008901120	non optimism
1233891406474858496	non optimism
1240753758243602434	non optimism
1253078440934326272	optimism
1260910634553806848	non optimism
1248752330331348998	non optimism
1237865419660128257	non optimism
1243781361816735745	non optimism
1286317578453843968	non optimism
1235287331910881282	optimism
1241862591212859393	non optimism
1251589608338599939	optimism
1239692779854401536	non optimism
1254043478578716674	non optimism
1274299948897644544	non optimism
1248739766700396544	non optimism
1241381837668323334	optimism
1235337949723742209	non optimism
1311084335823544320	non optimism
1253764938474061830	optimism
1238589731530846210	optimism
1268580180806840323	optimism
1237057639906828289	optimism
1242759031556427777	non optimism
1271187721751597056	optimism
1263973195713073153	non optimism
1262151377490309121	optimism
1323330706949492737	optimism
1252738746329546752	optimism
1260306199947497473	non optimism
1260935257718579201	optimism
1260286059339972614	optimism
1239696387610218496	non optimism
1246075149218131968	optimism
1264516810969436161	non optimism
1246925751775084544	optimism
1283969378476789760	optimism
1273663741104541696	non optimism
1242594474460614656	non optimism
1269893539573334021	optimism
1228581780732538881	non optimism
1311438605970268160	optimism
1238609346382176256	non optimism
1251254560464740360	optimism
1271171365706633216	non optimism
1243533710533840898	optimism
1259921268989706242	optimism
1246549025786118146	non optimism
1262122638937403397	non optimism
1271200197540900866	non optimism
1262503525537497090	optimism
1240328813382336519	non optimism
1246560579789164550	non optimism
1236092283574833152	non optimism
1232838786679222278	non optimism
1226385998147309570	optimism
1253342889175920641	optimism
1232026459289669635	non optimism
1266497528096272388	non optimism
1246212094300585984	optimism
1258332376821882880	non optimism
1311081641608183809	non optimism
1244772966895935497	non optimism
1237511935236534273	optimism
1227066474377945089	non optimism
1227016542459547649	optimism
1321442827658620929	non optimism
1226994826173976577	non optimism
1267395822850883585	optimism
1244955447850754048	optimism
1247671253705654272	optimism
1240756948624183300	optimism
1324782072330919944	optimism
1246565867174977536	optimism
1226609360320651265	non optimism
1258014227148742663	non optimism
1269761698480750593	optimism
1268560729113845762	optimism
1288214271080321024	non optimism
1303706981551583232	optimism
1237533754081464321	non optimism
1254176119290560512	optimism
1240016678848811010	non optimism
1242937821561794561	optimism
1264073633430941696	non optimism
1288621252878491648	non optimism
1284580060117245955	non optimism
1263618326288306177	non optimism
1237940227164876800	non optimism
1256355897812545536	non optimism
1245507910190407680	non optimism
1228233622873767936	optimism
1242234095272370179	non optimism
1246758918170296320	non optimism
1232937486873243650	optimism
1330203930224193541	non optimism
1260297467574321154	non optimism
1255609426578477056	non optimism
1240483985173753857	optimism
1228731974904418305	non optimism
1232748061568401408	optimism
1333869512135938053	non optimism
1287856422974361600	optimism
1245491792654389248	non optimism
1240372674796425216	optimism
1260709552682606592	optimism
1241127861043503106	non optimism
1252738550103019520	optimism
1227144092657668096	optimism
1261686753007734784	optimism
1248026649167159296	optimism
1250562039795367942	non optimism
1242934423496069120	non optimism
1253798205348773889	optimism
1328086142256893953	non optimism
1236717145230204928	non optimism
1313260129194708992	non optimism
1285941041779159043	non optimism
1229113785954099200	non optimism
1240774299595620352	non optimism
1242568062789976064	optimism
1226588422397210624	optimism
1258044462393106432	optimism
1230140340214095872	optimism
1260301164157026306	optimism
1245861312963338240	non optimism
1246220062584954882	non optimism
1239944417496059907	non optimism
1242191614694453248	non optimism
1242567125119746049	optimism
1227179218577940485	optimism
1270209252385153024	optimism
1233645981624750082	optimism
1242577392918462465	optimism
1243684771055554560	non optimism
1241450476916310016	non optimism
1264441653667995651	optimism
1232768404207153152	optimism
1259943684189102082	optimism
1246926148413591552	optimism
1240775688573108225	non optimism
1232048975143788545	non optimism
1230474245827899393	optimism
1230084631233470464	optimism
1235270827446333448	non optimism
1234503507572658178	non optimism
1226935918638096384	optimism
1253768319594893313	optimism
1239217945248542720	non optimism
1261247915504340994	non optimism
1237143062607888384	non optimism
1243510007695466496	optimism
1269008543258198022	non optimism
1269705127285395459	optimism
1260882612605923328	optimism
1261001440618659840	non optimism
1240048736694235136	non optimism
1234014584010199040	non optimism
1254815047454523395	optimism
1331382590008414211	non optimism
1248027460806955010	optimism
1226159595363676160	non optimism
1231339799375679488	non optimism
1246792721953517568	non optimism
1285438148714156038	optimism
1264511548648808448	non optimism
1247915478703538179	optimism
1246928564139761665	optimism
1247615918919704576	non optimism
1253804327468236801	optimism
1254556800755666944	optimism
1243567382288891906	non optimism
1241708698851872769	non optimism
1233890888247586816	non optimism
1228264898959937536	optimism
1260284003032215554	optimism
1235575611927564289	non optimism
1239981439262826497	optimism
1245396828918632448	non optimism
1250557812473827330	non optimism
1261625118352080897	optimism
1258159866272780296	optimism
1227227789679525891	optimism
1266124686808748032	non optimism
1286288919286427649	optimism
1260702003438800898	optimism
1242932157124878336	non optimism
1274011585737043969	non optimism
1274000350299725827	optimism
1311053351778488327	non optimism
1247299194643087360	non optimism
1248757507822141440	non optimism
1236025080582492162	non optimism
1313259197497249800	optimism
1248365533352939522	non optimism
1302455792155594755	non optimism
1320468960203202560	non optimism
1246209028335849472	optimism
1242602082730991618	optimism
1272846693155909633	optimism
1253217159020331009	optimism
1305197242698141697	optimism
1257094094775599105	optimism
1236562085061918720	optimism
1234595377883570179	non optimism
1236866899389984768	non optimism
1253772379756560385	optimism
1260686936018206725	optimism
1245222602173566977	non optimism
1226876125365719040	non optimism
1271146549750435840	non optimism
1246942896009302016	optimism
1254356171689021446	non optimism
1271878407052128256	optimism
1264962828282130432	optimism
1236877757465776128	non optimism
1264422742742503424	non optimism
1300809228135936000	optimism
1242943888320368640	non optimism
1252746642782117889	optimism
1311072904088616961	non optimism
1256334180096471040	optimism
1229116175503822848	optimism
1229541622364430343	non optimism
1245735937557970945	optimism
1236969455969804289	non optimism
1262631706814640129	non optimism
1261591755721453569	non optimism
1249099558480572417	non optimism
1240375368160350213	non optimism
1227260757873696768	non optimism
1233278650809749504	optimism
1233882977530261505	non optimism
1327709776059502597	non optimism
1239134738884902913	non optimism
1235586986053943297	non optimism
1246561409867096068	optimism
1226440965927395329	non optimism
1248387440248623106	non optimism
1271168079398043648	non optimism
1264487279504039936	optimism
1246584013810274304	non optimism
1248925178035187712	optimism
1235373154416996352	non optimism
1266424898353848320	non optimism
1230210634274480130	optimism
1227422506631487488	non optimism
1303728977530552328	optimism
1313185768504881152	non optimism
1254855350680875008	optimism
1238601252247760896	non optimism
1313264018338058240	optimism
1328831345292959744	non optimism
1242239291050295296	optimism
1229035662566801408	optimism
1231627703834599424	optimism
1248745643155300358	non optimism
1232086480769683456	optimism
1246939385528016899	non optimism
1271183173133701122	optimism
1258101639350812672	non optimism
1302898159597899777	non optimism
1227295996801167360	optimism
1311394847073464326	optimism
1262125785625907202	optimism
1245281022406606848	non optimism
1246924779317104641	optimism
1333462076220723201	non optimism
1239944539604807680	non optimism
1262161876072480768	optimism
1271179384205053954	non optimism
1313259803687497731	non optimism
1240900439983431681	optimism
1229046606214754304	optimism
1314699549848539147	non optimism
1264434326088761345	non optimism
1325175986468515840	non optimism
1226028755811880961	optimism
1254175297576075271	optimism
1313259444256616450	optimism
1241851007409283079	non optimism
1252376248329752589	non optimism
1242952745029697547	non optimism
1249117473640796162	optimism
1229541881039683590	non optimism
1253086047115902977	non optimism
1310697159419985920	optimism
1258817570628648960	optimism
1264438288464646149	non optimism
1237144812064653318	non optimism
1243688495039885312	non optimism
1236076930342047753	non optimism
1244025320958820352	optimism
1313187813102366727	non optimism
1327012491071795201	non optimism
1244412326582849547	non optimism
1246935848274350081	non optimism
1244982561195151360	non optimism
1330615849707659265	non optimism
1286315320538521600	optimism
1245643010513072128	non optimism
1227694470579310592	optimism
1229837631803944960	optimism
1240770873247895553	non optimism
1239954375130238979	optimism
1253467483794821120	non optimism
1226927569418715138	optimism
1243663960865267712	optimism
1313254784414212096	non optimism
1243859811378188288	non optimism
1234369932323721217	non optimism
1248747197631324160	non optimism
1265282596512190464	non optimism
1253790821368819714	optimism
1286297591379091457	non optimism
1235691613973774338	non optimism
1237495132980752390	non optimism
1243686538627534850	non optimism
1234337184406097921	non optimism
1237807014329438213	non optimism
1290045407741976576	non optimism
1331385501107048452	non optimism
1249111891651088386	non optimism
1242600220053188609	non optimism
1246216228223553540	optimism
1268732556477956096	non optimism
1256066604019974144	optimism
1261665100496285696	optimism
1240755530882318337	non optimism
1249479550683115523	optimism
1242237652390170624	non optimism
1246947601758531584	non optimism
1245652311801659396	non optimism
1237138244942340099	non optimism
1234024491103248385	non optimism
1245652152204144641	optimism
1248029182350761987	non optimism
1324800840301899777	optimism
1239685627081363458	non optimism
1246942044167090176	optimism
1243155409180884993	non optimism
1226898459694788608	non optimism
1226995350768103425	optimism
1334979809387098114	non optimism
1243204088843489286	non optimism
1240370890916978690	non optimism
1263947093468745731	non optimism
1253823779295412227	optimism
1246559106413936640	optimism
1240771752600485888	non optimism
1230624422999932928	non optimism
1235680323867947009	non optimism
1261644359793094657	optimism
1260295523401117696	optimism
1228438685189718016	optimism
1262518468395622401	optimism
1253815717872504832	optimism
1296199156273479687	non optimism
1243985987169968131	non optimism
1253073895298498562	optimism
1254063330488012801	non optimism
1226863473780576256	non optimism
1260281304505102337	optimism
1225832933493112832	optimism
1253462221100920835	non optimism
1230149795341361152	optimism
1267313323554377729	non optimism
1226624969410568197	optimism
1256303251038797824	optimism
1226951704802942979	optimism
1324752363236843520	optimism
1248265148256534531	non optimism
1301261686301696005	non optimism
1320853714421297153	non optimism
1252374742566240262	non optimism
1227954139608387584	optimism
1264439603446022146	non optimism
1229679884882075648	non optimism
1254534323526668288	optimism
1239245441557921792	optimism
1240013848473522176	non optimism
1243795369823264768	optimism
1281996509094051844	optimism
1260358151452397569	optimism
1240426847281823747	non optimism
1235962133726130177	non optimism
1252731810393387008	optimism
1246574705382961153	non optimism
1243920425232379905	optimism
1241858479251431430	non optimism
1245898992417832960	optimism
1235652835318132737	optimism
1306612744645300224	optimism
1285719188577943556	optimism
1246561582282190849	non optimism
1253069506597060611	optimism
1261646264338432000	non optimism
1277009905183047683	non optimism
1286288226295193601	optimism
1234525109509029888	non optimism
1234126006450974720	non optimism
1242928678226575361	non optimism
1265245192011087872	non optimism
1237517028560420865	non optimism
1236204632352927744	non optimism
1235680672905191428	non optimism
1253394493166018566	optimism
1246558316416958464	non optimism
1227493110554361856	optimism
1313259324593057795	non optimism
1234159986403495936	optimism
1267285532045959168	optimism
1233589541459693568	non optimism
1243084406304190465	non optimism
1264880385038614528	optimism
1239195736987836418	optimism
1240771375758848001	optimism
1237523146338533376	non optimism
1253074814035611649	optimism
1241205051881746434	non optimism
1236070644959281153	optimism
1248747656316411905	optimism
1246196126463729667	optimism
1246756967189708801	non optimism
1259996232128364544	non optimism
1249844892790112257	non optimism
1314484509220503553	optimism
1246929105582424066	optimism
1252005050584403968	optimism
1228180423181684742	optimism
1235284930374127619	non optimism
1241144406281015300	non optimism
1225764076841816064	optimism
1282066647398912002	optimism
1237505621081153537	non optimism
1266508413183365122	optimism
1302293938594811904	non optimism
1244394681284190211	non optimism
1240004984776908800	optimism
1246560909226586112	non optimism
1276236483603632128	optimism
1264411312106491904	non optimism
1247674493176147970	optimism
1268635224864444419	optimism
1243045007591968768	non optimism
1256632365947981826	non optimism
1240978022154502144	optimism
1242952133227548672	optimism
1276237061540810752	non optimism
1240322097072701446	non optimism
1262861381537325058	non optimism
1229816149606572033	optimism
1276297351876001793	non optimism
1257766123237449730	optimism
1248745170901839874	non optimism
1261638128621715456	optimism
1258845070155034624	optimism
1261687209121456134	non optimism
1287142960371511299	non optimism
1292170546206171143	optimism
1311027385098211329	non optimism
1243684385171419137	optimism
1285572528556081153	optimism
1246926919016341506	optimism
1267502302241398792	optimism
1230222210297716736	optimism
1329147285897441280	non optimism
1246570055124619272	non optimism
1252735022697713666	optimism
1252376244357705728	non optimism
1243688479063715841	non optimism
1244156264222871552	optimism
1246279093185687552	non optimism
1236786544171569152	non optimism
1271177437431373824	optimism
1230175670539608064	optimism
1246925732749758464	optimism
1227168652220194816	non optimism
1271185591984623616	optimism
1245211873806413826	optimism
1225764076841816064	optimism
1312531653370101761	non optimism
1244741602125459462	non optimism
1325064148942811138	optimism
1243622227330961420	non optimism
1246574121216954368	non optimism
1243612232216436737	optimism
1283914301137457160	non optimism
1248350476871045120	non optimism
1301429729723990017	non optimism
1246554938651672577	non optimism
1281718093442682880	non optimism
1261729340603224069	non optimism
1232923732802293760	non optimism
1269039908095655938	non optimism
1230957731928006657	non optimism
1311073519699193856	non optimism
